register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿92086011937,Pistes de Petanca,92086011938,Parc Turó del Putget,1987-07-13T00:00:00+02:00,2022-04-25T12:23:02.047255+02:00,,,191408,C Manacor,9,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,428330.31910932803,4584377.223048398,41.407747347255246,2.142517450732692
﻿92086011937,Pistes de Petanca,92086011938,Parc Turó del Putget,1987-07-13T00:00:00+02:00,2022-04-25T12:23:02.047255+02:00,,,191408,C Manacor,9,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,428330.31910932803,4584377.223048398,41.407747347255246,2.142517450732692
﻿92086020343,Gimnàs K.O. Verdu,,,1987-04-23T00:00:00+02:00,2022-09-17T04:30:59.305591+02:00,,,165656,C Jaume Martí,27,,51,Verdun,08,Nou Barris,08042,BARCELONA,True,,166096,20001,Telèfons,Tel.,933500117,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,431064.15076424537,4588234.139029411,41.44272428495981,2.1747829736509523
﻿92086020343,Gimnàs K.O. Verdu,,,1987-04-23T00:00:00+02:00,2022-09-17T04:30:59.305591+02:00,,,165656,C Jaume Martí,27,,51,Verdun,08,Nou Barris,08042,BARCELONA,True,,166096,20001,Telèfons,Tel.,933500117,True,,57732068,Arts marcials,Planol BCN >> Esports >> Esports individuals >> Arts marcials,651,0065103004001000,431064.15076424537,4588234.139029411,41.44272428495981,2.1747829736509523
﻿92086020343,Gimnàs K.O. Verdu,,,1987-04-23T00:00:00+02:00,2022-09-17T04:30:59.305591+02:00,,,165656,C Jaume Martí,27,,51,Verdun,08,Nou Barris,08042,BARCELONA,True,,166096,20001,Telèfons,Tel.,933500117,True,,57732072,Gimnàstica,Planol BCN >> Esports >> Esports individuals >> Gimnàstica,651,0065103004001004,431064.15076424537,4588234.139029411,41.44272428495981,2.1747829736509523
﻿92086020343,Gimnàs K.O. Verdu,,,1987-04-23T00:00:00+02:00,2022-09-17T04:30:59.305591+02:00,,,165656,C Jaume Martí,27,,51,Verdun,08,Nou Barris,08042,BARCELONA,True,,166096,20001,Telèfons,Tel.,933500117,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,431064.15076424537,4588234.139029411,41.44272428495981,2.1747829736509523
﻿92168164599,Fitness Sant Jordi,,,1988-03-07T00:00:00+01:00,2022-09-17T04:52:42.857156+02:00,,,264206,C Avenir,58,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,,,,,,,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,428562.7541498637,4582971.8478044765,41.395110377822924,2.145463934112532
﻿92168164599,Fitness Sant Jordi,,,1988-03-07T00:00:00+01:00,2022-09-17T04:52:42.857156+02:00,,,264206,C Avenir,58,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,,,,,,,,57732072,Gimnàstica,Planol BCN >> Esports >> Esports individuals >> Gimnàstica,651,0065103004001004,428562.7541498637,4582971.8478044765,41.395110377822924,2.145463934112532
﻿92168164599,Fitness Sant Jordi,,,1988-03-07T00:00:00+01:00,2022-09-17T04:52:42.857156+02:00,,,264206,C Avenir,58,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,,,,,,,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,428562.7541498637,4582971.8478044765,41.395110377822924,2.145463934112532
﻿99400099192,Pista de patinatge Guineueta,,,2004-11-09T13:18:39+01:00,2022-09-17T06:20:39.338677+02:00,,,153001,C Guineueta,1,,48,la Guineueta,08,Nou Barris,08042,BARCELONA,True,,,,,,,,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,430351.1017520425,4587897.364163655,41.43962954975773,2.166286896480224
