register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99400097194,Hotel HLG Citypark Pelai - HB-004236,,,2004-10-06T12:57:55+02:00,2022-09-17T06:19:50.508240+02:00,,,250904,C Pelai,1,,07,la Dreta de l'Eixample,02,Eixample,08001,BARCELONA,True,,210803,20001,Telèfons,Tel.,933427020,True,,54731071,Hotels 2 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 2 estr.,651,0065103001000003,430224.18921786465,4581942.399195621,41.385984347232885,2.165454650325526
﻿99400103102,B-Hotel - HB-004319,,,2005-01-05T13:24:55+01:00,2022-09-17T06:21:41.415848+02:00,,,169409,G.V. Corts Catalanes,389,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,212039,20001,Telèfons,Tel.,935529500,True,,54731070,Hotels 3 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.,651,0065103001000002,428968.7926403704,4580905.267056555,41.376533392690455,2.1505627650478845
﻿75990032889,Hotel Bonanova Park - HB-003296,,,1996-09-17T00:00:00+02:00,2022-09-17T02:43:16.908912+02:00,,,062507,Capità Arenas,51,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,136612,20003,Telèfons,Centraleta,932040900,True,,54731071,Hotels 2 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 2 estr.,651,0065103001000003,426832.7280065283,4582765.966443037,41.393100552641435,2.1247964347068975
﻿139120246,Hotel Silken Sant Gervasi - HB-004054,,,2000-05-18T00:00:00+02:00,2022-09-17T02:16:39.631928+02:00,,,302203,C Sant Gervasi de Cassoles,26,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,129569,20003,Telèfons,Centraleta,932531740,True,,54731070,Hotels 3 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.,651,0065103001000002,428020.10219409876,4584043.072241018,41.404710071918736,2.1388460431523377
﻿1269122431,Hotel Ibis Meridiana - HB-004159,,,2001-09-26T00:00:00+02:00,2022-09-17T02:27:12.988116+02:00,,,700021,Pg Andreu Nin,9,,45,Porta,08,Nou Barris,08016,BARCELONA,True,,133365,20003,Telèfons,Centraleta,932768310,True,,54731071,Hotels 2 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 2 estr.,651,0065103001000003,431628.6784524923,4587419.264081522,41.43543328264804,2.181632363244148
﻿99400103432,H10 Universitat - HB-004211,,,2005-01-13T14:24:24+01:00,2022-09-17T06:21:57.055362+02:00,,,349309,Rda Universitat,21,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,212202,20001,Telèfons,Tel.,933427850,True,,54731069,Hotels 4 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,651,0065103001000001,430324.4762231963,4582037.962283768,41.38685374561615,2.16664300883231
﻿98020120800,Hotel  Catalonia  Park Putxet - HB-003757,,,1998-01-20T00:00:00+01:00,2022-09-17T05:36:49.750176+02:00,,,271904,C Putxet,68,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,199874,20001,Telèfons,Tel.,932125158,True,,54731069,Hotels 4 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,651,0065103001000001,428470.0937609012,4584333.537503974,41.407366339470634,2.144194750525623
﻿99400158440,Hotel Olivia Plaza - HB-004389,,,2006-05-08T16:25:41+02:00,2022-09-17T06:35:37.915516+02:00,,,074404,Pl Catalunya,19,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,216622,20048,Telèfons,Informació i reserves,933158700,True,,54731069,Hotels 4 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,651,0065103001000001,430689.7426865301,4581970.25701953,41.386275500391726,2.171019099523615
﻿1138131213,Hotel Ilunion Bel Art - HB-004259,,,2001-05-18T00:00:00+02:00,2022-09-17T02:23:20.363625+02:00,,,178308,C Lepant,406,,33,el Baix Guinardó,07,Horta-Guinardó,08025,BARCELONA,True,,132160,20001,Telèfons,Tel.,934335440,True,,54731069,Hotels 4 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,651,0065103001000001,430589.4231144139,4584623.805115184,41.41016647281284,2.169515153338363
﻿99400045034,Axel Hotel Barcelona - HB-004327,,,2003-06-12T12:27:21+02:00,2022-09-17T06:02:32.124984+02:00,,,023403,C Aribau,33,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08011,BARCELONA,True,,207815,20001,Telèfons,Tel.,933239393,True,,54731069,Hotels 4 estr.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,651,0065103001000001,429802.6572797864,4582113.689436881,41.38749042755241,2.1603936374778963
