register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿92086000770,Teatre,92086000762,Ateneu Barcelonès,1986-04-28T00:00:00+02:00,2022-09-17T03:45:59.653439+02:00,,,061402,C Canuda,6,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,160310,20003,Telèfons,Centraleta,933436121,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,430742.00921502005,4581792.633763606,41.38468020422838,2.171664472093875
﻿99400187243,Teatre Gaudí de Barcelona,,,2007-07-13T12:42:14+02:00,2022-11-22T12:33:59.119259+01:00,,,297001,C Sant Antoni Maria Claret,120,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,218408,20001,Telèfons,Tel.,93 603 51 61,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,430586.9692002,4584323.39204397,41.40746054572432,2.169520254468011
﻿1331141308,Sala Espai Lliure,75990089577,Teatre Lliure,2001-11-27T00:00:00+01:00,2022-09-17T02:33:09.126499+02:00,,,700685,Pl Margarida Xirgu,1,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,133192,20001,Telèfons,Tel.,932892770,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,429538.34523939574,4580249.751575231,41.37067944906853,2.1574493260272294
﻿92086026021,Espai Jove La Bàscula,,,1988-03-08T00:00:00+01:00,2022-09-29T12:57:05.678661+02:00,,,135203,Carrer del Foc,128,,13,la Marina de Port,03,Sants-Montjuïc,08038,Barcelona,True,,166385,20001,Telèfons,Tel.,934224300,True,,55732070,Auditoris,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Auditoris",651,0065103002001002,428426.81434032274,4578885.494664323,41.35829397580574,2.1443205163413563
﻿92086026021,Espai Jove La Bàscula,,,1988-03-08T00:00:00+01:00,2022-09-29T12:57:05.678661+02:00,,,135203,Carrer del Foc,128,,13,la Marina de Port,03,Sants-Montjuïc,08038,Barcelona,True,,166385,20001,Telèfons,Tel.,934224300,True,,55733071,Casals i espais per a joves,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves,651,0065103002002003,428426.81434032274,4578885.494664323,41.35829397580574,2.1443205163413563
﻿75990107722,Teatre El Llantiol,,,1996-09-18T00:00:00+02:00,2022-09-17T03:00:54.812522+02:00,,,282605,C Riereta,7,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,142878,20001,Telèfons,Tel.,933299009,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,430384.83681999525,4581150.951952968,41.37886994865843,2.1674667881221525
﻿92086010382,Somni'ts (Teatre Solidari),92086010375,Societat Cultural i Esportiva La Lira,1986-04-22T00:00:00+02:00,2022-09-17T04:13:00.617293+02:00,,,091403,C Coroleu,15,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,163590,20001,Telèfons,Tel.,936676217,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,432171.7232429262,4587118.8391177105,41.43277351042538,2.188165402398198
﻿99400154737,La Perla 29,,,2006-02-27T12:58:57+01:00,2022-09-17T06:34:43.296623+02:00,,,341103,C Torrent d'en Vidalet,21,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,214514,20001,Telèfons,Tel.,932171770,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,429752.01539308345,4583929.049717169,41.403836316539575,2.1595773944945718
﻿92086011045,Teatre,92086011041,Casino de l'Aliança del Poblenou,1988-04-15T00:00:00+02:00,2022-09-17T04:15:56.149135+02:00,,,346800,Rbla Poblenou,42,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,163655,20001,Telèfons,Tel.,932252814,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,433398.3030662013,4583439.209232434,41.39973479613865,2.2032500535613875
﻿92086015480,Cooperativa Nova Obrera,,,1986-04-24T00:00:00+02:00,2022-09-17T04:25:30.400423+02:00,,,151200,C Guadiana,22,,18,Sants,03,Sants-Montjuïc,08014,BARCELONA,True,,164328,20001,Telèfons,Tel.,934216740,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,428015.2589640899,4580663.851211499,41.374274316849075,2.1391896866093876
