register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿96093122231,Fira Tradicional de Productes Naturals de la Plaça Sagrada Família,,,1996-04-02T00:00:00+02:00,2022-04-20T12:37:08.585955+02:00,,,142300,Av Gaudí,2,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,,,,,,,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,431009.031158566,4584039.432899428,41.404939355846366,2.17460180372859
﻿96093134024,Fira de Brocanters *Plaça de Sarrià,,,1996-04-02T00:00:00+02:00,2022-04-20T12:07:47.354568+02:00,,,106103,Pl Sarrià,1,,23,Sarrià,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,191229,20001,Telèfons,Tel.,933171996,True,Gremi de Brocanters,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,426638.91071915696,4583550.109751975,41.400145328691345,2.122383312823837
﻿96058202955,Mercat Dominical de Sant Antoni,,,1996-02-27T00:00:00+01:00,2022-07-13T10:57:13.114249+02:00,,,349706,C Comte d'Urgell,1,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,189742,20001,Telèfons,Tel.,934132300,True,Mercat de Sant Antoni,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,429906.97744922026,4581233.086052541,41.37956821941282,2.161743115837759
﻿96058202955,Mercat Dominical de Sant Antoni,,,1996-02-27T00:00:00+01:00,2022-07-13T10:57:13.114249+02:00,,,349706,C Comte d'Urgell,1,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,189742,20001,Telèfons,Tel.,934132300,True,Mercat de Sant Antoni,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,429906.97744922026,4581233.086052541,41.37956821941282,2.161743115837759
﻿99400213404,Fira de Brocanters *Plaça Frederic Soler,,,2008-09-22T00:00:00+02:00,2022-09-17T07:03:58.950050+02:00,,,121107,Pl Frederic Soler,1,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,221383,20001,Telèfons,Tel.,933171996,True,Gremi de Brocanters,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,427969.71266920347,4584110.388573822,41.40531184876666,2.1382352466878727
﻿95191112841,Fira Nova Artesania *Rambles,,,1995-07-10T00:00:00+02:00,2022-04-20T12:38:19.574945+02:00,,,034308,C la Rambla,1,,01,el Raval,01,Ciutat Vella,08002,BARCELONA,True,,,,,,,,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,431120.8037173032,4580890.613644945,41.376588493006636,2.176296982804121
﻿96093122603,Mostra d'Art *Plaça de Sarrià,,,1996-04-02T00:00:00+02:00,2022-04-20T12:16:54.948581+02:00,,,106103,Pl Sarrià,1,,23,Sarrià,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,426638.91071915696,4583550.109751975,41.400145328691345,2.122383312823837
﻿97352145618,Fira d'Artesans Rambla Poblenou,,,1997-12-18T00:00:00+01:00,2022-04-20T12:05:19.714151+02:00,,,346800,Rbla Poblenou,72,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,199828,100050,Telèfons,No tenen telèfon,-,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,433240.36656855396,4583601.7736156685,41.40118587252036,2.20134292316812
﻿97352150323,Fira d'Artesans del Clot *Pl Font i Sagué,,,1997-12-18T00:00:00+01:00,2022-04-20T12:00:39.323936+02:00,,,129903,Pl Font i Sagué,1,,65,el Clot,10,Sant Martí,08018,BARCELONA,True,,199829,100050,Telèfons,No tenen telèfon,-,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,432175.3647603157,4584375.187861136,41.40806264652577,2.188516672330406
﻿99400065640,"Mostra de Pintors, Caricaturistes i Retratistes de les Rambles",,,2003-11-11T12:43:12+01:00,2022-04-20T12:16:02.445491+02:00,,,034308,C la Rambla,25,,01,el Raval,01,Ciutat Vella,08002,BARCELONA,True,,207470,100050,Telèfons,No tenen telèfon,-,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,431050.6413572347,4581097.143614641,41.37844264033496,2.1754345235758117
